Taxon,leafN.mg.g,height.m,rootN.mg.g,SLA_m2/kg,root.depth_m,RTD.g.cm3,SRL_m/g,rootDiam.mm,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,,,,
SENNA BAUHINIOIDES,,,,14.29802652,1.7,,7.894687,0.376666667,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"Jornada_LTER Drt, JRN_Chihuahuan",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
SERICOCARPUS ASTEROIDES,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,,,,
SETARIA LEUCOPILA,,,,,,,,,,,"Jornada_LTER Drt, JRN_Chihuahuan",Poaceae,GRASS,PERENNIAL,GRASS,,,,
SETARIA NIGRIROSTRIS,12.8,,3.5,,,0.55,,0.3,RTD from groot,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SETARIA PAMPEANA,24.7,0.38,,19.52,,,,,,,Los Cerrillos,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SETARIA PARVIFLORA,17.972,0.316785714,,26.31,,0.14029,,0.045,,,"Las Chilcas Drt, EEA, Yarramundi Drt",Poaceae,NULL,NULL,GRASS,,,,
SETARIA SPHACELATA,10.0375,3,,14.16,,,11.17,0.57,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SIDA ARGENTINA,,,,,,,,,,,Los Cerrillos,Malvaceae,FORB,PERENNIAL,FORB,,,,
SIDA INTRICATA,,0.15,,9.605365854,,,,,,,"CredoJ, CredoM",Malvaceae,SHRUB,PERENNIAL,WOODY,,,,
SIDA PETROPHILA,,2,,6.55728,,,,,,,"Broken Hill, Cobar",Malvaceae,FORB,PERENNIAL,FORB,,,,
SIDA SPODOCHROMA,,,,,,,,,,,"CredoJ, CredoM",Malvaceae,FORB,PERENNIAL,FORB,,,,
SILENE NUTANS,35.742,0.454166667,,19.43385725,1.8,,,,,,EE Elva,Caryophyllaceae,FORB,PERENNIAL,FORB,,,,
SILENE OTITES,30,0.445833333,,12.96333333,0.5,,,,depth from groot,,Kiskunsag,Caryophyllaceae,FORB,PERENNIAL,FORB,,,,
SILOXERUS MULTIFLORUS,,0.05,,4.67,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,,,,
SISYRINCHIUM BELLUM,17.68333333,0.1575,,23.93793933,,0.101107003,118.754489,0.32952,"SLA, thick, Diam, SRL, RTD from Justin",,SantaCruzHigh,Iridaceae,FORB,PERENNIAL,FORB,,,leafN from Komastu et al. 2023 EDI,height from Carmona et al. 2021 Sci Adv
SISYRINCHIUM MONTANUM,,0.225,,19.78,,,,,,,Kinsella,Iridaceae,FORB,PERENNIAL,FORB,,,,
SISYRINCHIUM PLATENSE,,,,,,,,,,,Mar Chiquita Drt,Iridaceae,FORB,PERENNIAL,FORB,,,,
SOLANUM aethiopicum,,,,,,,,,,,Naposta,Solanaceae,FORB,PERENNIAL,FORB,,,,
SOLANUM ELAEAGNIFOLIUM,,1,,11.75,1.77,,15.678,0.324,"RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"JRN_Chihuahuan, Oklahoma (KAEFS-OK), Sevilleta_Black, Sevilleta_Mixed",Solanaceae,FORB,ANNUAL,FORB,,,,
SOLANUM ELLIPTICUM,37.0175882,0.333333333,,5.402244049,,,,,,,"Broken Hill, Milparinka",Solanaceae,FORB,PERENNIAL,FORB,,,,
SOLDANELLA PUSILLA,,0.02,,16.8,0.11,,,,,,Passo Gavia,Primulaceae,FORB,PERENNIAL,FORB,,,,
SOLENOGYNE DOMINII,,0.2,,16.30426,,,,1.47666667,,,Jilpanger,Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO CANADENSIS,15.13338959,1.30146,,17.75668436,0.3048,,77.59504262,0.486273328,"SRL,Diam from groot",,"Bad Drought, Brookdale, ESW, Kernen_burned, Konza Drt, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO LUDOVICIANA,,,,,,,,,,,Oklahoma (KAEFS-OK),Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO MISSOURIENSIS,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"RTD, SRL,diam from groot",,"Biddulph, Cedar Creek Savanna, Kernen_burned, Kernen_unburned, Kinsella, Konza Drt",Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO NEMORALIS,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,"RootN, RTD, SRL,diam from groot",,"Cedar Creek Trait, Oklahoma (KAEFS-OK)",Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO RIGIDA,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"RootN, RTD, SRL,diam from groot",,"Brookdale, Cedar Creek Trait, Oklahoma (KAEFS-OK)",Compositae,FORB,PERENNIAL,FORB,,,,
SOLIDAGO SPECIOSA,10.8,0.7403,8.9032965,8.834,,0.19,57,0.38,"RootN, RTD, SRL,diam from groot",,Purdue Wildlife Area,Compositae,FORB,NULL,FORB,,,,
SOLIDAGO VIRGAUREA,28.29400969,0.509,16.4,25.12385635,0.046,,4.546172562,0.524574564,"depth, SRL, diam from groot",,Pineta,Compositae,FORB,NULL,FORB,,,,
SONCHUS ARVENSIS,26.4,1.1875,,21,0.56,0.22,40.22,,,,"Brookdale, ESW, Kernen_burned, Kernen_unburned",Compositae,FORB,PERENNIAL,FORB,,,,
SONCHUS ASPER,28.56,0.5875,,24.97389591,0.69,0.301036269,223.2180487,0.1419,"RTD, SRL, diam from groot",,"Bad Drought, Brookdale, ESW, SantaCruzHigh, SantaCruzLow, SantaCruzMiddle",Compositae,FORB,ANNUAL,FORB,,,,
SONCHUS OLERACEUS,34.9,1.1328125,,39.67950467,0.755,,76.97,,,,"Bad Drought, CredoJ, CredoM, Jena, La Campana North Facing, La Campana South Facing, Quebrada de Talca South Facing, SantaCruzLow",Compositae,FORB,ANNUAL,FORB,,,,
SORBUS AUCUPARIA,22.42468397,12.84846655,10.49866006,18.97387301,0.7112,0.252348857,120.9392604,1.3965,"RootC and N, RTD, SRL,diam from groot",,Lygra_old,Rosaceae,TREE,NULL,WOODY,,,,
SORGHASTRUM NUTANS,11.00766508,1.036,12.414309,66.41054391,0.6096,0.242752216,106.1696388,0.254561111,"RootN, RTD, SRL,diam from groot",,Cedar Creek Savanna,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SORGHUM HALEPENSE,22.2,1.3834,,17.98889051,0.254,,,,,,"Bivens Arm, San Claudio",Poaceae,GRAMINOID,PERENNIAL,GRASS,,,,
SPARTINA DENSIFLORA,,,,,,,,,,,Mar Chiquita Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SPERMACOCE NATALENSIS,,,,,,,,,,,Ukulinga Drought,Rubiaceae,FORB,PERENNIAL,FORB,,,,
SPHAERALCEA COCCINEA,28.09,0.4572,,12.61454363,0.1524,0.312666667,65.5839699,0.3163,"RTD, SRL, diam from groot","SLA RTD, from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).","Cedar Point - Drought-Net, North Platte",Malvaceae,FORB,PERENNIAL,FORB,,,,
SPHAERALCEA HASTULATA,,,,14.04606421,2.5,,10.52042,0.492,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"Antelope, Sevilleta_Blue, Sevilleta_Mixed",Malvaceae,FORB,PERENNIAL,FORB,,,,
SPHAERALCEA POLYCHROMA,,,,15.13239789,,,4.032394,0.533333333,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,"Sevilleta_Black, Sevilleta_Mixed",Malvaceae,FORB,PERENNIAL,FORB,,,,
SPHENOPHOLIS OBTUSATA,28.92,0.97536,,17.35,0.1016,,,,,,Oklahoma (KAEFS-OK),Poaceae,GRASS,PERENNIAL,GRASS,,,leafN from Craine et al. 2012 Plant Soil,
SPOROBOLUS COMPOSITUS,8.2,0.213,,28.13,,,,0.49,"Height, SLA, Rdiam from Julie Larson for Sporobous asper (synonym)",,"Konza Drt, Oklahoma (KAEFS-OK)",Poaceae,GRASS,PERENNIAL,GRASS,,,,
SPOROBOLUS CRYPTANDRUS,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,,"RootN, RTD, SRL from groot",,"Cedar Point - Drought-Net, Cedar Creek Savanna, JRN_Chihuahuan, Sevilleta_Black",Poaceae,GRASS,PERENNIAL,GRASS,,,,
SPOROBOLUS FLEXUOSUS,,0.9144,,15.81345753,0.254,,,0.04,"SLA, RTD, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,"Jornada_LTER Drt, Sevilleta_Blue",Poaceae,GRASS,PERENNIAL,GRASS,,,,
SPOROBOLUS RIGENS,,,,,,,,,,,San Pablo Valdes Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
STEINCHISMA HIANS,,,,25,,,,,,,"Las Chilcas Drt, EEA, SLP",Poaceae,GRASS,PERENNIAL,GRASS,,,,
STELLARIA GRAMINEA,29.426,0.460386667,,29.05086069,0.34,0.337078652,251.0337458,0.135266667,"RTD, SRL, diam from groot",,"EE Elva, Teshio Experimental Grassland",Caryophyllaceae,FORB,PERENNIAL,FORB,,,,
STENARIA NIGRICANS,15.275,0.2,,15.01261282,,,,,,,"BFL, Oklahoma (KAEFS-OK)",Rubiaceae,FORB,PERENNIAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,
STENOTAPHRUM SECUNDATUM,,0.27432,,23,0.3048,,,0.1855714,,,"Las Chilcas Drt, Mar Chiquita Drt",Poaceae,GRASS,PERENNIAL,GRASS,,,,
STIPA COMATA,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,"RTD, SRL from groot",,"Biddulph, Kinsella",Poaceae,GRAMINOID,PERENNIAL,GRASS,,,,
STIPA CURTISETA,,,,,,0.393143677,55.514,0.2496,,,"Brookdale, Kernen_burned, Kernen_unburned, Kinsella",Poaceae,GRASS,PERENNIAL,GRASS,,,,
STIPA elegantissima,,0.36,,18.174,,,,,,,CredoM,Poaceae,GRASS,PERENNIAL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
STIPA JUNCEA,,0.41515,,5.724449192,,,,,,,Ayora Experimental Station,Poaceae,GRASS,PERENNIAL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
STIPA NITIDA,,0.8,,9.58,,,,,,,"CredoJ, CredoM",Poaceae,GRASS,PERENNIAL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
STIPA PENNATA,13.2,0.475,10.1,16.05136437,,0.238540863,45.88074833,0.4617094,"RootC and N, RTD, SRL, diam from groot",,Kiskunsag,Poaceae,GRASS,PERENNIAL,GRASS,,,height from Carmona et al. 2021 Sci Adv,
STIPA PULCHRA,,,,21.2309966,,0.01859375,132.7,0.356625,"LA, SLA, thick, Diam, SRL, RTD from Justin",,SantaCruzHigh,Poaceae,FORB,PERENNIAL,GRASS,,,,
STIPA SCABRA,,0.8,,13.27,,,,,,,Cobar,Poaceae,GRASS,NULL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
STIPA SPARTEA,14.01546154,0.576,18,8.74965934,0.254,0.393143677,61.25734351,0.2496,"RTD, SRL, diam from groot",,"Brookdale, Cedar Creek Savanna, Cedar Creek Trait ",Poaceae,GRASS,PERENNIAL,GRASS,,,,
STIPA SPECIOSA,12.13,0.169,7.94,15.44,0.352,,22.41,0.352,"SLA, RTD, fineRTD,SRL,rootD,height,depth from PI.",,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
STIPA VAGINATA,,,,,,,,,,,Jilpanger,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SWAINSONA AFFINIS,,0.25,,,,,,,,,"CredoJ, CredoM",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
SYMPHORICARPOS ALBUS,14.05,1.538133333,,19.90333333,0.4572,,39.363636,,,,"Brookdale, Cowichan Drt",Caprifoliaceae,SHRUB,PERENNIAL,WOODY,,,,
SYMPHYOTRICHUM DRUMMONDII,19.27,,,13.49527665,,,,,,,BFL,Compositae,FORB,PERENNIAL,FORB,,,"leafN, SLA from Carmona et al. 2021 Sci Adv",
SYMPHYOTRICHUM ERICOIDES,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"RootN, depth, RTD, SRL, diam from groot",,"Brookdale, Cedar Creek Savanna, ESW, Hardware Ranch, Kernen_burned, Kernen_unburned, Konza Drt, Matador, Mattheis, Oklahoma (KAEFS-OK)",Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM FALCATUM,22.282,0.4175,8.6,14.18715,,0.12,79.08403333,0.31118,"SRL, diam from groot, SLA and height from Julie Larson",,Kinsella,Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM LAEVE,11.6,0.976666667,9.78,14.28815235,,0.253411079,69.91354785,0.323475,"RTD, SRL, diam from groot",,Brookdale,Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM LANCEOLATUM,25.1,1.8288,,12.754,0.2032,,,,,,ESW,Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM NOVAE-ANGLIAE,23.5,1.022302632,,23.88988777,,0.12,52,0.46,"RTD, SRL from groot",,"ESW, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM NOVI-BELGII,16.3812,1.367933333,,19.6,0.254,,,,,,Teshio Experimental Grassland,Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM OBLONGIFOLIUM,24.88,0.523,,10.48,0.73,0.324153605,44.79630213,0.314933333,"depth, RTD, SRL, diam from groot",,Konza Drt,Compositae,FORB,PERENNIAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,height from Carmona et al. 2021 Sci Adv
SYMPHYOTRICHUM OOLENTANGIENSE,16.02907407,0.7209,19.81443763,14.68950044,,0.12,81.16666667,0.35,"RootN, RTD, SRL, diam from groot",,Cedar Creek Savanna,Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM PILOSUM,17.8,0.861666667,,18.27837298,,,,,,,"ESW, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,,,,
SYMPHYOTRICHUM WALTERI,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,,,,
SYRENIA CANA,,,,12.73,,,,,,,Kiskunsag,Brassicaceae,FORB,PERENNIAL,FORB,,,,
TAGETES MINUTA,44.5,0.7,10.3,13.875,,0.081,44.84,0.3,"RootN, RTD, SRL from groot",,Ukulinga Drought,Compositae,FORB,ANNUAL,FORB,,,,
TARAXACUM ALPINUM,27.3775,0.065833333,,25.81466667,,,,,,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,,,"leafN, height, SLA from Carmona et al. 2021 Sci Adv",
TARAXACUM CAMPYLODES,28.3472693,0.044,10.73618,30.05916441,0.1524,,213.1,0.292,"RootC, SRL, diam from groot",,"Cedar Creek Trait, Jena, Validate",Compositae,FORB,PERENNIAL,FORB,,,,
TARAXACUM PYRENAICUM,,,,,,,,,,,Pineta,Compositae,NULL,NULL,FORB,,,,
TARAXACUM TARAXACUM,,,,,,,,,,,"Allmend Brachy, Allmend Ovina, Bad Drought, Bayreuth_DroughtNet, Biddulph, ESW, Hardware Ranch, Kernen_burned, Kernen_unburned, Kinsella, Matador, Mattheis, Rhijnauwen, Teshio Experimental Grassland",Compositae,FORB,PERENNIAL,FORB,,,,
TEUCRIUM CAPITATUM,20.04659333,0.085,,13.33,0.2,,,,,,"Ayora Experimental Station, Middle Ebro Valley",Lamiaceae,SUBSHRUB,PERENNIAL,WOODY,,,,
TEUCRIUM CHAMAEDRYS,16,0.190683889,19.69,14.12995424,1.62,0.187321285,149.5449877,0.264622222,"RootC and N, RTD, SRL, diam from groot",,"Allmend Brachy, Allmend Ovina",Lamiaceae,SHRUB,PERENNIAL,WOODY,,,,
TEUCRIUM MONTANUM,14,0.275,,18.07333333,0.58,0.2073636,207.273,1.689015,,,Allmend Ovina,Lamiaceae,SHRUB,PERENNIAL,WOODY,,,,
THALICTRUM VENULOSUM,,,,19.84,,,,,,,Brookdale,Ranunculaceae,FORB,PERENNIAL,FORB,,,,
THELESPERMA FILIFOLIUM,24.36,0.18804,,13.73905805,,,,,,,"BFL, Oklahoma (KAEFS-OK)",Compositae,FORB,ANNUAL,FORB,,,,
THEMEDA TRIANDRA,13.22821429,1.5,4.35,9.2635,,,,0.2625,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,,,,
THESIUM HUMIFUSUM,,0.19375,,,,,,,,,Ayora Experimental Station,Santalaceae,SUBSHRUB,PERENNIAL,WOODY,,,,
THLASPI ARVENSE,40.4,0.423333333,,24.42761317,0.49,,428.45,,,,Hardware Ranch,Brassicaceae,FORB,ANNUAL,FORB,,,leafN from Komastu et al. 2023 EDI,
THUNBERGIA ATRIPLICIFOLIA,,,,,,,,,,,Ukulinga Drought,Acanthaceae,SHRUB,PERENNIAL,FORB,,,,
THYMELAEA TINCTORIA,,0.038,,7.45,1.46,,,,,,Middle Ebro Valley,Thymelaeaceae,SHRUB,NULL,WOODY,,,,
THYMUS SERPYLLUM,19.815,0.08775,,12.59845839,0.250506667,0.7,11.2,,"RTD, SRL from groot",,"Allmend Brachy, Allmend Ovina",Lamiaceae,FORB,PERENNIAL,WOODY,,,,
THYMUS VULGARIS,15.125,0.08,,10.34931507,0.3318,,,,,,"Ayora Experimental Station, Ciempozuelos, Middle Ebro Valley",Lamiaceae,SUBSHRUB,PERENNIAL,WOODY,,,,
THYSANOTUS PATERSONII,,1,,,,,,,,,Jilpanger,Agavaceae,FORB,PERENNIAL,FORB,,,,
THYSANOTUS TUBEROSUS,,0.7,,4.460784,,,,,,,Jilpanger,Agavaceae,FORB,PERENNIAL,FORB,,,,
TIDESTROMIA LANUGINOSA,,,,17.09882973,0.265,,4.37819,0.074,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,"Jornada_LTER Drt, Sevilleta_Black",Amaranthaceae,FORB,ANNUAL,FORB,,,,
TORILIS ARVENSIS,20.12,0.725,,27.94666667,,,,,,,BFL,Apiaceae,FORB,ANNUAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,
TOXICOSCORDION BREVIBRACTEATUM,,,,,,,,,,,Gmdrc Molar Junction,Melanthiaceae,FORB,ANNUAL,FORB,,,,
TRACHYMENE GLAUCIFOLIA,,1,,,,,,,,,"Ethabuka_DNB, Ethabuka_DNU",Apiaceae,FORB,ANNUAL,FORB,,,,
TRACHYMENE HUMILIS,,0.3,,13.213604,,,,,,,Falls Creek,Apiaceae,FORB,PERENNIAL,FORB,,,,
TRADESCANTIA OCCIDENTALIS,19.58333333,0.3445,,15.39121988,0.51,,,,,,Cedar Point - Drought-Net,Commelinaceae,FORB,PERENNIAL,FORB,,,,
TRAGIA BETONICIFOLIA,33.18,,,17.36263738,,,,,,,Oklahoma (KAEFS-OK),Euphorbiaceae,FORB,PERENNIAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,SLA from Carmona et al. 2021 Sci Adv
TRAGIA HIERONYMI,,,,,,,,,,,Los Cerrillos,Euphorbiaceae,FORB,PERENNIAL,FORB,,,,
TRAGIA MEYERIANA,,,,,,,,,,,Ukulinga Drought,Euphorbiaceae,FORB,PERENNIAL,FORB,,,,
TRAGOPOGON DUBIUS,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,"RTD, SRL, diam from groot, Leaf N from Julie Larson",,"Bad Drought, Cedar Point - Drought-Net, Hardware Ranch, Kernen_burned, Kernen_unburned, Kinsella, Matador, Mattheis, Naposta, North Platte, ORE IDE AC",Compositae,FORB,BIENNIAL,FORB,,,,
TRAGOPOGON PRATENSIS,27,0.575,20.30344663,22.41578318,,0.170824899,150.3177187,0.287861111,"RootC and N, RTD, SRL, diam from groot",,"Bad Drought, Jena, SantaCruzLow, SantaCruzMiddle",Compositae,FORB,PERENNIAL,FORB,,,,
TRICHOPHORUM CESPITOSUM,15.3,0.4,4.4,3.79,0.1,0.199,35.47,0.425,"RootC and N, depth, SRL, diam from groot",,"Lygra_intermediate, Lygra_old",Cyperaceae,GRAMINOID,NULL,GRAMINOID,,,,
TRIDENS FLAVUS,13.07,0.660992,,12.5091284,0.254,,,,,,Konza Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,leafN from Craine et al. 2012 Plant Soil,
TRIENTALIS EUROPEA,,,,51,,,,,,,Lygra_old,Primulaceae,FORB,NULL,FORB,,,,
TRIFOLIUM DUBIUM,35.6,0.076,27.56771735,30.39,0.3445,0.109,254.8747547,0.231187416,"LeafN, height, SLA from PI","RootC and N, depth, RTD, SRL, diam from groot","Bad Drought, Bayreuth_DroughtNet, Cowichan Drt, Jena, SantaCruzHigh",Fabaceae,LEGUME,ANNUAL,LEGUME,,,,
TRIFOLIUM MACROCEPHALUM,,0.6096,,6.89,0.1524,,,1.85,,,"ORE IDE AA, ORE IDE AC",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
TRIFOLIUM MONTANUM,34.121,0.306666667,,18.67023642,0.825,0.113646105,238.0656783,0.246975,"RTD, SRL, diam from groot",,"Allmend Brachy, Allmend Ovina, Pineta",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
TRIFOLIUM PRATENSE,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,"RootC, RTD, SRL, diam from groot",,"Allmend Brachy, Bayreuth_DroughtNet, EE Elva, ESW, La Campana North Facing, La Campana South Facing, Pineta, Rhijnauwen",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
TRIFOLIUM REPENS,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,"RootC, RTD, SRL, diam from groot",,"Bad Drought, Bayreuth_DroughtNet, EE Elva, ESW, Jena, Pineta, Rhijnauwen, Teshio Experimental Grassland",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
TRIODIA BASEDOWII,6.4,1.3,,59.3,,,,,,,"Ethabuka_DNB, Ethabuka_DNU",Poaceae,GRASS,PERENNIAL,GRASS,,,,
TRIPLEUROSPERMUM INODORUM,16.5,0.6,,22.90687782,0.05,0.2937,198.182,0.7459309,,,Bad Drought,Compositae,FORB,ANNUAL,FORB,,,,
TRIPOGON LOLIIFORMIS,,0.15,,17.69,,,,,,,"Broken Hill, Charleville, Cobar, Milparinka, Quilpie",Poaceae,GRASS,ANNUAL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
TRISETUM FLAVESCENS,27.09907954,0.532263158,8.795034255,22.11711414,0.44,0.166445278,447.4973772,0.175392308,"RootC, RTD, SRL, diam from groot",,"Bayreuth_DroughtNet, Rhijnauwen, Validate",Poaceae,GRASS,PERENNIAL,GRASS,,,,
TRISETUM SPICATUM,24.54076945,0.32706,,21.1,0.3048,,,0.24,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,,,"leafN from Bjorkman, AD, IH Myers-Smith, SC Elmendorf, S Normand, HJD Thomas, and 86 others (2018) Tundra Trait Team: a database of plant traits spanning the tundra biome. Global Ecology and Biogeography 27(12): 1402-1411.",
TRISTACHYA LEUCOTHRIX,9.6,0.424,4.466666667,16.28247734,,0.62,,0.366666667,RTD from groot,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,,,"height, SLA from Carmona et al. 2021 Sci Adv",
TROPIDOCARPUM GRACILE,,,,,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction",Brassicaceae,FORB,ANNUAL,FORB,,,,
ULEX PARVIFLORUS,14.1,0.904,,1.578504121,1.5,0.71673186,9.189147922,0.373179167,"depth, RTD, SRL, diam from groot",,Ayora Experimental Station,Fabaceae,SHRUB,PERENNIAL,LEGUME,,,,
VACCINIUM MYRTILLUS,18.74819405,0.386262821,5.5077,20.04821764,0.23575,0.094987,7,0.35,"RootC, depth, diam from groot",,"Lygra_intermediate, Lygra_old",Ericaceae,SUBSHRUB,NULL,WOODY,,,,
VACCINIUM TENELLUM,,,,,,,,,,,Sandhills,Ericaceae,SHRUB,PERENNIAL,WOODY,,,,
VACCINIUM ULIGINOSUM,19.4998079,0.470266667,4.2,13.90672208,0.2274,0.1278406,162.5,0.124,rootC from groot,,"Lygra_intermediate, Lygra_old",Ericaceae,SUBSHRUB,NULL,WOODY,,,,
VACCINIUM VITIS-IDAEA,10.93425771,0.231449383,6.33333,9.170438572,0.2024,,630.3,1.25,rootC and SRL from groot,,"Lygra_intermediate, Lygra_old",Ericaceae,SUBSHRUB,NULL,WOODY,,,,
VALERIANA samolifolia,,,,,,,,,,,Cowichan Drt,Caprifoliaceae,FORB,ANNUAL,FORB,,,,
VALERIANELLA LOCUSTA,26,0.1925,,31.7,0.05,0.56326,204,1.242171,,,Cowichan Drt,Valerianaceae,FORB,ANNUAL,FORB,,,,
VENTENATA DUBIA,,0.225,,20.5,,,,0.28,,,"ORE IDE AA, ORE IDE AC",Poaceae,GRASS,ANNUAL,GRASS,,,,
VERBENA HALEI,,,,,,,,,,,Oklahoma (KAEFS-OK),Verbenaceae,FORB,PERENNIAL,FORB,,,,
VERBENA STRICTA,10.6,0.9975,,13.78250342,1.2192,,,,depth from groot,,Cedar Point - Drought-Net,Verbenaceae,FORB,PERENNIAL,FORB,,,,
VERONICA ARVENSIS,15,0.187777778,,21.00097059,0.19,,713.9166667,,,,"Bad Drought, Bayreuth_DroughtNet, Cowichan Drt, Jena",Scrophulariaceae,FORB,ANNUAL,FORB,,,,
VERONICA CHAMAEDRYS,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,"RootC and N, RTD, SRL, diam from groot",,"Bayreuth_DroughtNet, EE Elva, Pineta, Rhijnauwen",Scrophulariaceae,FORB,PERENNIAL,FORB,,,,
VERONICA SERPYLLIFOLIA,,0.195833333,,22.86188407,0.21,0.229166667,833.5418291,0.0915,"RTD, SRL, diam from groot",,Bayreuth_DroughtNet,Scrophulariaceae,FORB,PERENNIAL,FORB,,,,
