,Species,leafN.mg.g,Height.m,rootN.mg.g,SLA.mg.g,Root.depth.m,SRL.fine.cm.g,root.diam.mm,SLA.no.petiole.mm2.mg,SLA.unknown.petiole.mm2.mg,SLA.petiole.mm2.mg
2465,Ceiba speciosa,NA,NA,NA,23.87376684,NA,NA,NA,NA,23.87376684,NA
2466,Celastraceae sp,13.80118484,NA,NA,NA,NA,NA,NA,NA,NA,NA
2467,Celastrus orbiculatus,NA,0.6096,NA,NA,0.4572,NA,NA,NA,NA,NA
2468,Celastrus paniculatus,NA,NA,NA,10.79913607,NA,NA,NA,NA,10.79913607,NA
2469,Celastrus scandens,22.08466667,0.6096,NA,36.71030907,0.4572,NA,NA,NA,NA,36.71030907
2470,Celmisia glandulosa,NA,0.05,NA,18.74195468,NA,NA,NA,NA,NA,18.74195468
2471,Celmisia gracilenta,NA,0.075,NA,12.41903023,NA,NA,NA,NA,NA,12.41903023
2472,Celosia argentea,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
2473,Celosia monosperma,NA,NA,NA,41.988,NA,NA,NA,41.988,NA,NA
2474,Celtis adolfi-friderici,26.3,NA,NA,16.4,NA,NA,NA,NA,NA,16.4
2475,Celtis africana,33.35835205,30,NA,25.94074989,NA,NA,NA,NA,25.94074989,NA
2476,Celtis australis,26.5,13.175,NA,22.33842314,NA,NA,NA,22.33842314,NA,NA
2477,Celtis durandii,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2478,Celtis ehrenbergiana,37.76666667,NA,NA,9.047,NA,NA,NA,9.41,8.065,9.666
2479,Celtis iguanaea,42.37868324,NA,NA,31.41574284,NA,NA,NA,37.01536592,NA,25.81611977
2480,Celtis laevigata,NA,16.742,NA,19.03005824,0.6096,NA,NA,19.03005824,NA,NA
2481,Celtis laevigata var. reticulata,NA,5.7912,NA,NA,0.3048,NA,NA,NA,NA,NA
2482,Celtis occidentalis,26.9,22.3152,NA,21.667,0.9144,NA,NA,21.667,NA,NA
2483,Celtis schippii,32.5167081,25.36490332,NA,17.11670231,NA,NA,NA,16.36829232,19.04193776,15.93987686
2484,Celtis sinensis,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,Celtis sp,29.45691503,NA,NA,12.01698953,NA,NA,NA,NA,12.01698953,NA
2486,Celtis tenuifolia,NA,NA,NA,11.79718876,NA,NA,NA,NA,11.79718876,NA
2487,Cenchrus ciliaris,18.5,0.9144,NA,NA,0.508,NA,NA,NA,NA,NA
2488,Cenostigma eriostachys,NA,NA,NA,26.17,NA,NA,NA,26.17,NA,NA
2489,Cenostigma pluviosum,NA,NA,NA,18.35790538,NA,NA,NA,NA,18.35790538,NA
2490,Cenostigma tocantinum,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2491,Centaurea aspera,NA,0.8,NA,16.37137138,NA,NA,NA,16.37137138,NA,NA
2492,Centaurea aziziana,NA,0.38,NA,12.658,NA,NA,NA,12.658,NA,NA
2493,Centaurea benedicta,NA,0.36,NA,30.56333333,NA,NA,NA,NA,NA,30.56333333
2494,Centaurea calcitrapa,NA,0.458333333,NA,22.82,NA,NA,NA,NA,NA,22.82
2495,Centaurea cheiranthifolia,31.23709319,NA,NA,21.57709045,NA,NA,NA,21.57709045,NA,NA
2496,Centaurea cyanus,NA,0.629166667,NA,21.06,NA,NA,NA,NA,NA,21.06
2497,Centaurea diffusa,NA,0.3,NA,16.16166667,NA,NA,NA,NA,NA,16.16166667
2498,Centaurea jacea,25.06160617,0.8275,11.34202,23.24878232,NA,NA,NA,18.87846154,31.25,19.61788543
2499,Centaurea maculosa,NA,0.590921053,NA,17.88331933,NA,NA,NA,20.484,NA,15.28263867
2500,Centaurea melitensis,NA,1,NA,9.4,NA,NA,NA,NA,NA,9.4
2501,Centaurea nervosa,27.21833333,0.21,NA,20.91967148,NA,NA,NA,NA,NA,20.91967148
2502,Centaurea nigra,22.13504074,0.649775,NA,25.86845681,NA,NA,NA,22.49412264,NA,29.24279098
2503,Centaurea nigrescens,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2504,Centaurea phrygia,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
2505,Centaurea phrygia subsp. pseudophrygia,NA,0.6,NA,30.645,NA,NA,NA,32.68666667,NA,28.60333333
2506,Centaurea scabiosa,22.3,0.9625,NA,17.62416667,NA,NA,NA,16.62,NA,18.62833333
2507,Centaurea solstitialis,NA,0.698888889,NA,22.8665,NA,NA,NA,17.963,NA,27.77
2508,Centaurea stoebe,NA,0.9125,NA,23.43166667,NA,NA,NA,26.94,NA,19.92333333
2509,Centaurea triumfettii,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2510,Centaurium erythraea,22.14285714,0.320625,NA,21.85666667,NA,NA,NA,20.65,NA,23.06333333
2511,Centaurium littorale,NA,0.175833333,NA,30.55333333,NA,NA,NA,NA,NA,30.55333333
2512,Centaurium pulchellum,NA,0.106666667,NA,44.47,NA,NA,NA,NA,NA,44.47
2513,Centaurium scilloides,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2514,Centaurium tenuiflorum,NA,0.1625,NA,NA,NA,NA,NA,NA,NA,NA
2515,Centella asiatica,NA,0.112586207,NA,NA,NA,NA,NA,NA,NA,NA
2516,Centipeda cunninghamii,NA,0.2,NA,18.1,NA,NA,NA,NA,NA,18.1
2517,Centipeda thespidioides,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2518,Centranthus ruber,NA,0.616666667,NA,21.625,NA,NA,NA,20.8,NA,22.45
2519,Centrolobium microchaete,NA,NA,NA,20.65499916,NA,NA,NA,NA,20.65499916,NA
2520,Centrolobium tomentosum,35.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,Centropodia glauca,9.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,Centrosema bracteosum,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,Centrosema virginianum,NA,0.472941177,NA,NA,NA,NA,NA,NA,NA,NA
2524,Cephalanthera damasonium,NA,0.475,NA,30.78833333,NA,NA,NA,NA,NA,30.78833333
2525,Cephalanthera longifolia,NA,0.330833333,NA,35.67888889,NA,NA,NA,NA,NA,35.67888889
2526,Cephalanthera rubra,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
2527,Cephalanthus occidentalis,NA,4.832,NA,12.94132019,0.3556,NA,NA,12.94132019,NA,NA
2528,Cephalaria cephalobotrys,NA,0.05,NA,38.82866551,NA,NA,NA,NA,38.82866551,38.82866551
2529,Cephalaria gigantea,NA,NA,NA,17.3,NA,NA,NA,NA,NA,17.3
2530,Cerastes ferrisae,NA,NA,NA,3.571428571,NA,NA,NA,NA,3.571428571,NA
2531,Cerastes ramulosa,NA,NA,NA,3.154574132,NA,NA,NA,NA,3.154574132,NA
2532,Cerastium alpinum,NA,0.125,12.5,32.07333333,NA,NA,NA,NA,40.2,23.94666667
2533,Cerastium arcticum,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
2534,Cerastium arvense,NA,0.188888889,NA,19.94178775,NA,NA,NA,20.54222222,10,29.28314103
2535,Cerastium brachypetalum,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
2536,Cerastium brachypetalum subsp. brachypetalum,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA
2537,Cerastium cerastoides,34.74449242,0.06625,NA,24.56166667,NA,NA,NA,NA,NA,24.56166667
2538,Cerastium diffusum,NA,0.133333333,NA,23.25,NA,NA,NA,23.25,NA,NA
2539,Cerastium dubium,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
2540,Cerastium fontanum,24.9755,0.218333333,NA,28.16975131,NA,NA,NA,25.19167813,35.71428571,23.60329008
2541,Cerastium glomeratum,NA,0.249,NA,23.38503171,NA,NA,NA,23.38503171,NA,NA
2542,Cerastium glutinosum,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
2543,Cerastium holosteoides,NA,0.2555,NA,27.7459812,NA,NA,NA,19.11111111,NA,36.38085128
2544,Cerastium latifolium,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA
2545,Cerastium macrocarpum,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2546,Cerastium pumilum,NA,0.117222222,NA,23.0025,NA,NA,NA,NA,NA,23.0025
2547,Cerastium purpurascens,23.26568451,NA,NA,18.66569979,NA,NA,NA,18.66569979,NA,NA
2548,Cerastium semidecandrum,NA,0.13,NA,19.025,NA,NA,NA,19.025,NA,NA
2549,Cerastium tomentosum,NA,0.3,NA,21.44833333,NA,NA,NA,27.6,NA,15.29666667
2550,Cerastium uniflorum,NA,0.04,NA,30.02658266,NA,NA,NA,31.65316532,28.4,NA
2551,Ceratocapnos claviculata,NA,0.741666667,NA,86.135,NA,NA,NA,90.14,NA,82.13
2552,Ceratocarpus arenarius,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,Ceratocephala falcata,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2554,Ceratoides arborescens,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,Ceratonia siliqua,15.2,10,NA,6.917659417,NA,NA,NA,9.231246585,4.604072249,NA
2556,Ceratopetalum apetalum,NA,16.65,NA,12.70303429,NA,NA,NA,NA,12.70303429,12.70303429
2557,Ceratophyllum demersum,NA,NA,NA,52.32305195,NA,NA,NA,26.16428571,78.48181818,NA
2558,Cerberiopsis candelabra,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,Cercidiphyllum japonicum,NA,NA,NA,15.7956511,NA,NA,NA,NA,15.7956511,NA
2560,Cercis canadensis,NA,3.198266667,NA,20.20267418,0.6096,NA,NA,19.93908591,20.46626245,NA
2561,Cercis canadensis var. texensis,NA,3.6576,NA,NA,0.508,NA,NA,NA,NA,NA
2562,Cercis siliquastrum,23.1,8,NA,NA,NA,NA,NA,NA,NA,NA
2563,Cercocarpus ledifolius,NA,6.096,NA,NA,0.508,NA,NA,NA,NA,NA
2564,Cercocarpus montanus,20.4375,7.197066667,NA,7.148179801,0.508,NA,NA,7.052,NA,7.244359601
2565,Cercocarpus montanus var. glaber,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2566,Cereus hildmannianus,NA,4.605,NA,NA,NA,NA,NA,NA,NA,NA
2567,Cereus jamacaru,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,Cerinthe glabra,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
2569,Cerinthe minor,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA
2570,Ceriops tagal,12.77,NA,NA,6.075107527,NA,NA,NA,5.86,6.290215054,NA
2571,Cervaria rivini,NA,0.375,NA,10.52666667,NA,NA,NA,NA,NA,10.52666667
2572,Cespedesia spathulata,NA,NA,NA,14.60349289,NA,NA,NA,18.13070421,11.04972376,14.6300507
2573,Cestrum megalophyllum,20.96497889,6.104,NA,18.34466214,NA,NA,NA,18.64578929,NA,18.04353498
2574,Cestrum nocturnum,29.8,NA,NA,5.841121495,NA,NA,NA,5.841121495,NA,NA
2575,Cestrum parqui,NA,NA,NA,18.9152,NA,NA,NA,NA,NA,18.9152
2576,Cestrum strigilatum,NA,1.560714286,NA,NA,NA,NA,NA,NA,NA,NA
2577,Cetrandra sp,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,Chaenactis carphoclinia,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA
2579,Chaenactis douglasii,NA,0.48768,NA,NA,0.254,NA,NA,NA,NA,NA
2580,Chaenactis fremontii,11,NA,3.35,NA,NA,NA,NA,NA,NA,NA
2581,Chaenomeles japonica,NA,2.4384,NA,NA,0.4572,NA,NA,NA,NA,NA
2582,Chaenorhinum minus,NA,0.190833333,NA,35.75333333,NA,NA,NA,20.26666667,NA,51.24
2583,Chaerophyllum andicola,NA,NA,NA,11.174,NA,NA,NA,NA,NA,11.174
2584,Chaerophyllum aromaticum,32,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2585,Chaerophyllum aureum,NA,1.0375,NA,20.50333333,NA,NA,NA,NA,NA,20.50333333
2586,Chaerophyllum bulbosum,NA,1.31,NA,17.39666667,NA,NA,NA,NA,NA,17.39666667
2587,Chaerophyllum hirsutum,32.338,0.5645,NA,26.23338583,NA,NA,NA,33.36666667,NA,19.100105
2588,Chaerophyllum roseum,27.94539092,NA,NA,18.42935243,NA,NA,NA,18.42935243,NA,NA
2589,Chaerophyllum temulum,NA,0.795833333,NA,27.56666667,NA,NA,NA,27.56666667,NA,NA
2590,Chaetachme aristata,26.11124658,15,NA,NA,NA,NA,NA,NA,NA,NA
2591,Chaetocarpus castanocarpus,15.5,NA,NA,5.95,NA,NA,NA,5.95,NA,NA
2592,Chaetocarpus globosus,10.2,NA,NA,4.4,NA,NA,NA,NA,4.4,NA
2593,Chamae camphorum,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
2594,Chamae fasiculata,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
2595,Chamaebatiaria millefolium,NA,1.2192,NA,NA,0.3048,NA,NA,NA,NA,NA
2596,Chamaechristae fasiculata,NA,0.38,NA,9.125478686,NA,NA,NA,9.125478686,NA,NA
2597,Chamaecrista absus,27.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,Chamaecrista adiantifolia,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,Chamaecrista fasciculata,NA,0.73152,NA,NA,0.3556,NA,NA,NA,NA,NA
2600,Chamaecrista mimosoides,33.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,Chamaecrista planaltoana,15.62222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,Chamaecrista sp,40.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,Chamaecrista xinguensis,36.73636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,Chamaecyparis formosensis,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
2605,Chamaecyparis lawsoniana,11.16666667,40.1299,NA,NA,1.524,NA,NA,NA,NA,NA
2606,Chamaecyparis obtusa,15.02222222,50,NA,NA,NA,NA,NA,NA,NA,NA
2607,Chamaecyparis pisifera,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
2608,Chamaecyparis thyoides,11.15,27.632,NA,NA,0.4064,NA,NA,NA,NA,NA
2609,Chamaedaphne calyculata,14.27777778,1.2192,NA,22.72554521,0.2032,NA,NA,11.66525526,48,8.511380382
2610,Chamaedorea alternans,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,Chamaedorea pinnatifrons,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,Chamaedorea schiedeana,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,Chamaedorea tepejilote,22,4.63,NA,NA,NA,NA,NA,NA,NA,NA
2614,Chamguava schippii,15.1580301,12.685,NA,12.4526384,NA,NA,NA,12.61143396,NA,12.29384283
2615,Chamorchis alpina,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA
2616,Chaptalia integerrima,NA,0.14855,NA,7.444567468,NA,NA,NA,NA,NA,7.444567468
2617,Chaptalia runcinata,NA,0.115027174,NA,NA,NA,NA,NA,NA,NA,NA
2618,Chaptalia sinuata,NA,0.05965,NA,NA,NA,NA,NA,NA,NA,NA
2619,Chascolytrum calotheca,NA,0.215,NA,NA,NA,NA,NA,NA,NA,NA
2620,Chascolytrum subaristatum,NA,0.204177778,NA,NA,NA,NA,NA,NA,NA,NA
2621,Chascolytrum uniolae,NA,0.384666667,NA,NA,NA,NA,NA,NA,NA,NA
2622,Chasmanthium latifolium,NA,1.40208,NA,NA,0.254,NA,NA,NA,NA,NA
2623,Chasmanthium laxum,NA,1.00584,NA,NA,0.254,NA,NA,NA,NA,NA
2624,Chasmanthium sessiliflorum,NA,1.524,NA,NA,0.3048,NA,NA,NA,NA,NA
2625,Chaunochiton sp,31.85084,NA,NA,70.47816,NA,NA,NA,NA,70.47816,NA
2626,Cheilanthes tenuifolia,NA,0.213333333,NA,7.935446429,NA,NA,NA,NA,7.935446429,7.935446429
2627,Cheilocostus speciosus,23.5,1.38,NA,33.89830508,NA,NA,NA,33.89830508,33.89830508,NA
2628,Cheirodendron trigynum,16.0075,NA,NA,9.358218207,NA,NA,NA,7.496251874,NA,11.22018454
2629,Cheirolophus sempervirens,32.318,0.465,NA,29.74380674,NA,NA,NA,36.5,NA,22.98761347
2630,Chelidonium majus,NA,0.633333333,NA,44.55666667,NA,NA,NA,41.13333333,NA,47.98
2631,Chenopodiaceae sp,NA,0.6,NA,5.916454545,NA,NA,NA,NA,5.916454545,5.916454545
2632,Chenopodiastrum hybridum,NA,0.6425,NA,35.66,NA,NA,NA,35.22,NA,36.1
2633,Chenopodiastrum murale,NA,0.61875,NA,NA,NA,NA,NA,NA,NA,NA
2634,Chenopodium acuminatum,49.55,NA,NA,25.06265664,NA,NA,NA,NA,25.06265664,NA
2635,Chenopodium album,27.125,1.174877193,NA,24.67185477,NA,NA,NA,22.56986572,27.64251969,23.80317892
2636,Chenopodium auricomum,NA,1.5,NA,9.09,NA,NA,NA,NA,NA,9.09
2637,Chenopodium baccatum,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,Chenopodium berlandieri,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
2639,Chenopodium capitatum,NA,0.4625,NA,NA,NA,NA,NA,NA,NA,NA
2640,Chenopodium curvispicatum,NA,0.15,NA,6.805957895,NA,NA,NA,NA,6.805957895,6.805957895
2641,Chenopodium desertorum,NA,0.31,NA,6.777693499,NA,NA,NA,NA,6.026924666,7.528462333
2642,Chenopodium desertorum subsp. anidiophyllum,NA,0.2,NA,6.82622449,NA,NA,NA,NA,6.77829932,6.87414966
2643,Chenopodium desiccatum,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
2644,Chenopodium ficifolium,NA,0.732,NA,19.58416667,NA,NA,NA,18.855,NA,20.31333333
2645,Chenopodium foliosum,NA,0.5625,NA,15.08295626,NA,NA,NA,15.08295626,NA,NA
2646,Chenopodium hircinum,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA
2647,Chenopodium nitrariaceum,NA,2.05,NA,4.773195422,NA,NA,NA,NA,4.764260563,4.782130282
2648,Chenopodium nutans,NA,0.25,NA,11.12052542,NA,NA,NA,NA,10.49403389,11.74701695
2649,Chenopodium oahuense,36.3,NA,NA,11.22018454,NA,NA,NA,NA,NA,11.22018454
2650,Chenopodium opulifolium,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2651,Chenopodium sp,NA,0.3,NA,19.63137546,NA,NA,NA,NA,19.63137546,19.63137546
2652,Chenopodium spinescens,NA,1.033333333,NA,9.409566605,NA,NA,NA,NA,9.282755473,9.536377736
2653,Chenopodium strictum,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA
2654,Chenopodium suecicum,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
2655,Chenopodium ulicinum,NA,1,NA,9.039941919,NA,NA,NA,NA,9.039941919,9.039941919
2656,Chenopodium vulvaria,NA,0.308333333,NA,14.73429952,NA,NA,NA,14.73429952,NA,NA
2657,Cherleria circassica,32.55307591,NA,NA,11.89908027,NA,NA,NA,11.89908027,NA,NA
2658,Cherleria sedoides,NA,0.053333333,NA,9.8,NA,NA,NA,NA,9.8,NA
2659,Chevreulia sarmentosa,NA,0.0884,NA,16.66411004,NA,NA,NA,NA,NA,16.66411004
2660,Chilopsis linearis,NA,7.548,NA,NA,0.3048,NA,NA,NA,NA,NA
2661,Chimaphila umbellata,12.14,0.19002,NA,9.13,0.2032,NA,NA,NA,9.13,NA
2662,Chimarrhis glabriflora,24.02644333,45,NA,10.65312658,NA,NA,NA,NA,10.65312658,NA
2663,Chimarrhis hookeri,22.5343275,31.5,NA,9.625306285,NA,NA,NA,NA,9.625306285,NA
2664,Chimarrhis parviflora,24.06959156,11.67793147,NA,17.47789123,NA,NA,NA,17.83078765,NA,17.12499481
2665,Chimarrhis sp,26.30767439,NA,NA,11.14025989,NA,NA,NA,NA,11.14025989,NA
2666,Chimarrhis turbinata,22.61176471,NA,NA,11.10224917,NA,NA,NA,NA,11.10224917,NA
2667,Chiococca alba,NA,0.415625,NA,NA,NA,NA,NA,NA,NA,NA
2668,Chionanthus domingensis,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,Chionanthus implicatus,17.02744,NA,NA,8.606884304,NA,NA,NA,NA,8.606884304,NA
2670,Chionanthus virginicus,NA,5.591,NA,19.56639254,0.508,NA,NA,19.56639254,NA,NA
2671,Chionochloa crassiuscula,7.580646667,NA,5,NA,NA,NA,0.3,NA,NA,NA
2672,Chionochloa flavescens,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,Chionochloa macra,6.3,NA,4.54545,NA,NA,NA,NA,NA,NA,NA
2674,Chionochloa pallens,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,Chionochloa rigida,7.616822778,NA,5.250536667,NA,NA,NA,0.15,NA,NA,NA
2676,Chionochloa robust,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,Chionochloa rubra,7.181327667,1.2,7.68,4.166793274,NA,NA,0.18,NA,NA,4.166793274
2678,Chionochloa teretifolia,7.9743375,NA,5.35,NA,NA,NA,0.25,NA,NA,NA
2679,Chloris gayana,11.75,0.9144,NA,NA,0.1524,NA,NA,NA,NA,NA
2680,Chloris mossambicensis,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,Chloris pectinata,NA,0.1,NA,12.47748837,NA,NA,NA,NA,12.47748837,12.47748837
2682,Chloris sesquiflora,NA,0.0257,NA,NA,NA,NA,NA,NA,NA,NA
2683,Chloris truncata,NA,0.45,NA,11.55,NA,NA,NA,NA,NA,11.55
2684,Chloris ventricosa,NA,0.75,NA,18.88,NA,NA,NA,NA,NA,18.88
2685,Chloris virgata,17.71955556,0.2,NA,9.066873449,NA,NA,NA,NA,9.066873449,9.066873449
2686,Chlorocardium rodiei,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,Chlorocardium venenosum,21.56019,30,NA,6.450345465,NA,NA,NA,NA,6.450345465,NA
2688,Chloroleucon mangense,22.8,NA,NA,28.119,NA,NA,NA,28.119,NA,NA
2689,Chloropyron maritimum,NA,0.51816,NA,NA,0.254,NA,NA,NA,NA,NA
2690,Choisya dumosa,NA,0.9144,NA,NA,0.4572,NA,NA,NA,NA,NA
2691,Chomelia spinosa,NA,NA,NA,23.58490566,NA,NA,NA,23.58490566,NA,NA
2692,Chondrilla chondrilloides,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
2693,Chondrilla juncea,NA,0.8,NA,7.56,NA,NA,NA,NA,NA,7.56
2694,Chordifex dimorphus,NA,0.5,NA,14.17208223,NA,NA,NA,NA,14.17208223,14.17208223
2695,Christolea crassifolia,NA,NA,NA,8.658008658,NA,NA,NA,8.658008658,NA,NA
2696,Chromolaena ascendens,NA,0.1246,NA,NA,NA,NA,NA,NA,NA,NA
2697,Chromolaena odorata,26.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,Chrysocephalum apiculatum,27.1,0.4,NA,16.88524184,NA,NA,NA,23.30763636,11.07289688,16.27519227
2699,Chrysochlamys eclipes,12.94143677,7.572,NA,10.45128577,NA,NA,NA,10.74346163,NA,10.15910991
2700,Chrysochlamys membranacea,26.15601,5,NA,12.35234817,NA,NA,NA,NA,12.35234817,NA
2701,Chrysolaena flexuosa,NA,0.2835,NA,NA,NA,NA,NA,NA,NA,NA
2702,Chrysolepis chrysophylla,8.6,27,NA,NA,NA,NA,NA,NA,NA,NA
2703,Chrysolepis chrysophylla var. chrysophylla,NA,10.668,NA,NA,1.2192,NA,NA,NA,NA,NA
2704,Chrysolepis sempervirens,NA,2.1336,NA,NA,0.508,NA,NA,NA,NA,NA
2705,Chrysophyllum amazonicum,19.26666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
2706,Chrysophyllum argenteum,15.25764453,14.65016247,NA,11.44497194,0.9144,NA,NA,11.59196966,NA,11.29797422
2707,Chrysophyllum cainito,17.7045639,33.82316423,NA,13.40478117,NA,NA,NA,14.06595289,NA,12.74360944
2708,Chrysophyllum flexuosum,18.675,6.666666667,NA,7.464408653,NA,NA,NA,7.464408653,NA,NA
2709,Chrysophyllum inornatum,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,Chrysophyllum lucentifolium,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
2711,Chrysophyllum marginatum,NA,6.190833334,NA,NA,NA,NA,NA,NA,NA,NA
2712,Chrysophyllum sanguinolentum,13.78977688,32.5,NA,7.637984195,NA,NA,NA,NA,7.637984195,NA
2713,Chrysophyllum ucuquirana-branca,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,Chrysophyllum venezuelanense,26.299895,40,NA,10.75746977,NA,NA,NA,NA,10.75746977,NA
2715,Chrysopogon benthamianus,8.616666667,NA,3.166666667,NA,NA,NA,0.75,NA,NA,NA
2716,Chrysopogon gryllus,NA,NA,NA,17.4952719,NA,NA,NA,NA,17.4952719,NA
2717,Chrysopogon latifolius,7.783333333,NA,3.2,NA,NA,NA,0.833333333,NA,NA,NA
2718,Chrysopogon zizanioides,NA,2.1336,NA,NA,0.6096,NA,NA,NA,NA,NA
2719,Chrysopsis camphorum,NA,0.5884,NA,9.621660831,NA,NA,NA,9.621660831,NA,NA
2720,Chrysopsis sagatalis,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA
2721,Chrysopsis villosa,NA,1.143,NA,NA,0.3556,NA,NA,NA,NA,NA
2722,Chrysosplenium alternifolium,NA,0.16875,NA,37.14927536,NA,NA,NA,37.14927536,NA,NA
2723,Chrysosplenium nudicaule,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,Chrysosplenium oppositifolium,26.6,0.116666667,NA,23.35,NA,NA,NA,23.35,NA,NA
2725,Chrysothamnus parryi,NA,NA,NA,20.78054944,NA,NA,NA,20.78054944,NA,NA
2726,Chrysothamnus viscidiflorus,NA,0.9144,NA,NA,0.3556,NA,NA,NA,NA,NA
2727,Chthonocephalus pseudevax,NA,0.02,NA,20.82,NA,NA,NA,NA,NA,20.82
2728,Chuquiraga avellanedae,NA,NA,NA,4.623849817,NA,NA,NA,NA,4.623849817,NA
2729,Chuquiraga erinacea,NA,NA,NA,2.430133657,NA,NA,NA,NA,2.430133657,NA
2730,Chusquea dombeyana,20.56384615,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,Chusquea pinifolia,NA,NA,NA,12.15277778,NA,NA,NA,NA,12.15277778,NA
2732,Chusquea simpliciflora,NA,NA,NA,27.54820937,NA,NA,NA,NA,27.54820937,NA
2733,Cibotium chamissoi,NA,5.0292,NA,13.63825124,0.3048,NA,NA,NA,13.63825124,NA
2734,Cibotium glaucum,14,3.048,NA,9.398224852,0.3048,NA,NA,11.4,7.396449704,NA
2735,Cibotium menziesii,NA,NA,NA,9.453515247,NA,NA,NA,NA,9.453515247,NA
2736,Cicendia filiformis,NA,0.095,NA,37.20333333,NA,NA,NA,NA,NA,37.20333333
2737,Cicer arietinum,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
2738,Cichorium endivia,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2739,Cichorium intybus,25.45317841,0.7631,NA,23.1067009,0.2032,NA,NA,24.77315884,28.56,15.98694386
2740,Cichorium spinosum,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,Cicuta douglasii,NA,1.8288,NA,NA,0.3048,NA,NA,NA,NA,NA
2742,Cicuta maculata,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
